,city,name,reviews,rating,review_id,review_text,review_rating,review_datetime_utc,Labels
127,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUR5bjgzUmh3RRAB,Very disappointing when picking up my U-Haul truck today and only being told that the dolly that I PAID to reserve is that they do NOT even have one-- I called one week ahead specifically asking this store how I go about reserving a dolly and was advised by them to go on the official website for booking. Thanks for making my moving day with almost 20 boxes a great one guys.,2,3/23/2021 0:03,0
131,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNDbE1fRzhRRRAB,"It was Saturday, but there was only one girl working and by the time she was finished with us (picking up a U-Haul) there were SIXZ people waiting!

Our deposit also had increased and my hubby was concerned but she made sure to give her contact info in case there was a problem, we could contact her and she would look into it!

But, she couldnt leave the store, so we were in our own to locate then inspect the truck....if there had been more staff, they would have been AWESOME to deal with...",3,8/12/2020 21:04,0
132,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURlcUlQNXFnRRAB,"Just got a truck rental, but the staff were friendly and as fast & efficient as they can be using uhaul's system.",5,9/30/2022 20:46,1
134,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURxelB5bzhBRRAB,"Don't ever go here for Uhaul.
We had a reservation... showed them the reservation number and told us that it's not their issue, and the truck got transferred else where but didn't know where...
We move today and are now stuck...

Great customer service ??",1,6/30/2021 22:22,0
137,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURtNzZUVXJ3RRAB,"Had to pick up a package here - lady at the counter was nice, had a wonderful time despite some struggles between me and the package tracking. Very nice little market.",5,2/13/2022 11:01,1
138,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURJcVp2YWVnEAE,"Came to buy cigarettes and was really to find fresh fruits priced cheap.

Love coming to this place to to try new things.  The staff is super friendly especially now they have cooked food to try.",5,11/5/2019 4:18,1
140,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUR5MTUzaEZ3EAE,"Herbs and veggies look old and almost rotting. Prices are higher than superstore. Selection is no better than a superstore. Came here looking for some African spices, but honestly their selection is simply no better than the international aisle of the superstore. Poor quality groceries and higher price make this a ripoff especially if you are on a budget.",2,3/20/2021 23:55,0
141,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURreGFldGVREAE,This is where me and my fiance get most of our groceries. They're staff is extremely friendly and helpful. Large range of products. If you happen to be in the area then it's a must stop by!,5,7/2/2019 0:11,1
147,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNhM3RLYWJ3EAE,"Don't bother coming here for  Uhaul, they tell you that all the trucks are reserved and then when you reserve one for this location 5 minutes after leaving the store they tell you its been given to the person in line in front of you",1,8/1/2021 19:11,0
148,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNLaDltSFJBEAE,"OK the owner is nice but cashier ( short girl ) can be rude  and no proper communications , i will see if things change the next time i visit the store :)
professionalism and proper approach is great asset to have for any business .",2,4/21/2021 2:56,0
149,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUN1amJDNGNnEAE,Really love this store. Really brings the taste of Africa to Canada. Very nostalgic. Please bring back Pronutro,5,8/3/2022 6:12,1
152,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUN1bi1fa19RRRAB,Bright and clean. Easy to pick out what you need. Good place.,5,8/9/2022 20:11,1
153,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSUNjOWFpZ2FREAE,"Attention to the owner:  Please watch a lady whos in the counter, she will destroy your business reputation and shes in poor hygiene. She dropped the one doughnut and she put it back in the shelf to sell. So disgusting, i never purchased anything on here again!",1,3/18/2020 23:16,0
155,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUMtdHBuMzlBRRAB,Was a good experience dealing with Uhaul through this location,5,11/3/2022 15:33,1
189,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURBbGE2ellREAE,The best place to get Habesha products in town! Amazing service too!,5,7/5/2018 5:31,1
196,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURRaE9Qc3FBRRAB,Awesome grocery store and sensational coffee -100% organic,5,9/27/2018 21:18,1
217,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURpNmFmTEt3EAE,Not friendly.felt unwanted.,1,12/8/2020 7:12,0
226,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSUNvb0o2Q2h3RRAB,Not a pleasant district!!,2,1/31/2019 1:31,0
230,Edmonton,Habesha African Market,224,4.3,ChdDSUhNMG9nS0VJQ0FnSURxdnU3dndBRRAB,Limited supplies..,3,7/10/2021 0:05,0
237,Edmonton,Habesha African Market,224,4.3,ChZDSUhNMG9nS0VJQ0FnSURXdGRUTkJBEAE,"(Translated by Google) Perfect

(Original)
Perfecto",5,3/30/2022 19:27,1
239,Edmonton,Best of Africa,81,4.5,ChZDSUhNMG9nS0VJQ0FnSUR4Z2NDMWRnEAE,Very friendly owner and staff. Store feels like home. We were welcomed to the city with free bread and a plate of egusi soup(quite big and delicious). Glad we found a permanent African store for our home. It is indeed the Best of Africa,5,6/9/2023 11:03,1
240,Edmonton,Best of Africa,81,4.5,ChdDSUhNMG9nS0VJQ0FnSUMya1pDRnNnRRAB,Awesome place to buy almost everything  Nigerian food stuff. Owner is very friendly and always ready to go out of her way to satisfy her customers. Has been our African market for years now and we are liking every single visit.,5,4/23/2022 4:46,1
349,Lethbridge,Vestelyn Varieties,19,4.4,ChZDSUhNMG9nS0VJQ0FnSUNKZ0p5ZFlnEAE,Good selection of items. Typically find what I need here,5,6/18/2023 10:55,1
351,Lethbridge,Vestelyn Varieties,19,4.4,ChZDSUhNMG9nS0VJQ0FnSURBMllhZ1R3EAE,This store truly portrays its name. It sells a variety of things ranging from African foods to clothing and hair extensions. It is well stocked. I always get excellent customer service. I strongly recommend!,5,7/2/2017 4:52,1
353,Lethbridge,Vestelyn Varieties,19,4.4,ChdDSUhNMG9nS0VJQ0FnSUNxMzlDY21BRRAB,"The owner is very honest and sincere person, goods are good and prices are awesome. Fresh food every time",5,6/23/2021 21:56,1
359,Lethbridge,Vestelyn Varieties,19,4.4,ChdDSUhNMG9nS0VJQ0FnSUM0eEo2Tm5BRRAB,It was ok,3,6/2/2019 16:39,1
362,Lethbridge,Genesis Exotic Market,31,4.7,ChdDSUhNMG9nS0VJQ0FnSUNKZ055WV93RRAB,"Really good.
I like this store. I find what I need",5,6/18/2023 10:56,1
363,Lethbridge,Genesis Exotic Market,31,4.7,ChZDSUhNMG9nS0VJQ0FnSUN5eV82MmNnEAE,"This was my first time there a friend told me about the store and I was so impressed that they now have a customer for life. The owner was so amazing and helpful not to mention very friendly . The store offers alot from food downstairs to beautiful clothes and products all from Africa,  the quality was amazing and the prices were really good! I would definitely recommend this business to everyone the owner is so knowledgeable a out all the products she carries! It was a wonderful experience shopping there! Thankyou..",5,2/13/2021 3:42,1
365,Lethbridge,Genesis Exotic Market,31,4.7,ChdDSUhNMG9nS0VJQ0FnSUNzNGEySjJBRRAB,"I was with my friends yesterday checking some goodies that I hoping they selling. So the lady that run the store asked us what were looking for.. so I responded the usual were just browsing and she just stood there look at us like were gonna steal or break stuff. I asked her about the wigs she rudely responded  I can help you with the wigs, if your surely gonna buy how will I know details if your not gonna give me a simple info. I saw the milk brand that I wanted to buy but since she was so rude and make us feel uncomfortable we left this store right away. There product was really amazing except the staff, Not friendly and extremely RUDE!",1,2/4/2020 18:44,0
374,Lethbridge,Genesis Exotic Market,31,4.7,ChdDSUhNMG9nS0VJQ0FnSUMwXzRtVTh3RRAB,"Good customer service, well organized store and they had what I needed urgently.",5,10/17/2019 0:42,1
375,Lethbridge,Genesis Exotic Market,31,4.7,ChdDSUhNMG9nS0VJQ0FnSURjM0wzVDJnRRAB,"Really beats my imagination,  beautiful arrangements and very friendly mama tee",5,5/30/2020 5:01,1
379,Lethbridge,Genesis Exotic Market,31,4.7,ChZDSUhNMG9nS0VJQ0FnSUNRX2VhekdnEAE,It has just what I need. My number one stop shop,4,5/6/2018 5:55,1
380,Lethbridge,Genesis Exotic Market,31,4.7,ChZDSUhNMG9nS0VJQ0FnSURjNXRyalZnEAE,Awesome,5,6/9/2020 21:21,1
381,Red Deer,Flikky Market,62,4.6,ChdDSUhNMG9nS0VJQ0FnSUNwZ01XYjVRRRAB,"Do not recommend ordering from them online, at least until they get a better payment method. Never received order after two months and they would not answer their phone(voicemail is always full), or emails. Even after driving from Calgary to Red Deer and being promised a refund in person it took multiple more emails and weeks before I received my refund.

Their online store requires you to send a e-transfer for payment, which is a red flag but I thought a small business with good reviews would be trustworthy. Unfortunately this means there is no way to go through the bank to get your money back if they never deliver. When combined with the fact that their online store is not kept up to date with whether a product is actually in stock or not, and you can end up ordering something they don't have, and don't even know when they will ever get it. Then you're basically stuck fighting with them for a refund like I did or hoping you can trust them to eventually get the product and actually ship it to you.

They never communicated any of these issues with me until after a month of trying to reach them. The only thing I had heard from them was the week I placed my order, when I asked about my order and was told it would be delivered the next day. Three weeks later I had to drive to Red Deer to be told they never had the product and didn't know when they would get more, but they would give me a refund the next business day. It took another month of trying to reach them to get it.",1,8/21/2023 21:24,0
382,Red Deer,Flikky Market,62,4.6,ChdDSUhNMG9nS0VJQ0FnSURSMjhiMnV3RRAB,"Good place to shop for variety of produce. Good people, their prices are very reasonable, some even cheaper than Calgary. I will always come to Flikky buy my international foods.",5,5/4/2023 13:54,1
383,Red Deer,Flikky Market,62,4.6,ChdDSUhNMG9nS0VJQ0FnSURwcDdLcXhRRRAB,I experienced excellent customer service at Fikky market.  I will go back for more products.,5,8/30/2023 13:38,1
384,Red Deer,Flikky Market,62,4.6,ChdDSUhNMG9nS0VJQ0FnSUR4NkxxS3V3RRAB,Owner E likes to scam. Watch out as your products may be stolen goods.,1,5/31/2023 21:05,0
388,Red Deer,Flikky Market,62,4.6,ChZDSUhNMG9nS0VJQ0FnSUMtb3BmNkRREAE,"This guy is a cheater ( Reddeer location)  , if you buying from here you are helping him to cheat more people . He took our stuff and never paid and not responding now .",1,10/30/2022 18:06,0
389,Red Deer,Flikky Market,62,4.6,ChZDSUhNMG9nS0VJQ0FnSURRd1AyN0x3EAE,"Its so good to have an African Store in town. Now we dont need to travel to Edmonton or Calgary. The location is very good. The guys at Flikky are very welcoming, they went extra mile to get me a product they dont have on the shelf. The best African store in Red Deer",5,3/8/2017 14:32,1
390,Red Deer,Flikky Market,62,4.6,ChRDSUhNMG9nS0VJQ0FnSURBME5sahAB,The Flikky guys are doing a good job. A good place to shop for all your African Caribbean foods and hair product. Now I dont need to go to Calgary and Edmonton for what I need. I recommend the store.,5,6/3/2017 20:53,1
394,Red Deer,Flikky Market,62,4.6,ChdDSUhNMG9nS0VJQ0FnSURDM2FEQXF3RRAB,"Great store with a limited but excellent selection of African goods and food with a very friendly owner with fair prices!
Recommend a visit",5,10/7/2020 20:57,1
397,Red Deer,Flikky Market,62,4.6,ChdDSUhNMG9nS0VJQ0FnSUNCLS02Vzd3RRAB,She's super friendly and very helpful.,5,1/5/2023 16:39,1
398,Red Deer,Flikky Market,62,4.6,ChZDSUhNMG9nS0VJQ0FnSURlMWZ1cE9REAE,Nice place to shop your african groceries,5,2/7/2023 19:08,1
403,Red Deer,Flikky Market,62,4.6,ChdDSUhNMG9nS0VJQ0FnSURZdkthSTJnRRAB,"Nice Place to shop, very friendly people. I highly recommend them.",5,5/4/2019 1:15,1
406,Red Deer,Flikky Market,62,4.6,ChZDSUhNMG9nS0VJQ0FnSURha2R2VFhnEAE,Fully loaded with your best African food and a very affordable,5,8/23/2021 22:21,1
409,Red Deer,Flikky Market,62,4.6,ChZDSUhNMG9nS0VJQ0FnSURRbzdXWVZnEAE,"Very close to the bus station, and they have everything I was looking for. Very friendly staff too.",5,3/6/2017 4:07,1
411,Red Deer,Flikky Market,62,4.6,ChZDSUhNMG9nS0VJQ0FnSUN3M3VmakV3EAE,Because they have all Africa food,5,3/9/2017 5:33,1
421,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURKcTdLeERBEAE,"If youre looking for special freaking things, give me the shot youre not gonna regret it

Love this little store that sells food and snacks you dont see often in supermarkets. This beef biltong is so good, its addictive! Im never eating those commercially sold beef jerky anymore!",5,7/22/2023 23:59,1
422,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSUR5cy0yRGZnEAE,"If your looking for some South African grocery, I think you've found the place. This place has an assortment of unique products that you likely aren't going to find elsewhere.  Only 2 aisles and really 2 fridges, this place is small. The owner seems pretty nice. The beef jerky (biltong) is interesting. Uniquely African. Haven't had anything like it before.",3,3/17/2021 0:43,1
423,Red Deer,The South African Store,127,4.3,ChdDSUhNMG9nS0VJQ0FnSUNocHV2cTZ3RRAB,"Lovely selection of South African groceries. A nice little piece of home, away from home. Love the owners, always friendly and helpful!",5,7/15/2023 19:06,1
425,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSUNKcXJ5Rkp3EAE,Very bad attitude of the stafftold me to leave since I was talking too much lol,1,6/25/2023 0:24,0
428,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURlcmYtLVlBEAE,Absolutely love how close they are to the city! They always have a good variety of the things i miss from back in SA!,5,10/16/2022 23:30,1
433,Red Deer,The South African Store,127,4.3,ChdDSUhNMG9nS0VJQ0FnSUR5aVpEN3NBRRAB,"Amazing service! The gentlemam who worked here was friendly and helpful! An all around good experience! Plus I got South African treats, and you can never go wrong there!",5,3/11/2021 14:45,1
436,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSUNnbmNqdlh3EAE,"I was sent an expired product. I called to ask for a refund or to be sent a new product and the owner proceeded to yell at me on the phone, hung up on me and then disconnected his phone. I would not recommend this business at all! I was extremely calm and polite and I have no idea why the owner was so rude and defensive. I was honestly completely shocked that someone can run a business in this manner and get so aggressive over a $5 bottle of sauce!",1,6/20/2018 20:55,0
439,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSUN5NEttWkVREAE,Walking into this shop I was reminded of the empty shelves I saw in Zimbabwe about a decade ago. No offence but these guys need to have a store that is fully stacked with products. Maybe they are under economic sanctions like the aforementioned country,1,1/16/2021 2:03,0
442,Red Deer,The South African Store,127,4.3,ChdDSUhNMG9nS0VJQ0FnSUN3aEtiSHh3RRAB,The food is delicious and the owners are beyond nice,5,1/11/2018 2:46,1
444,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURRbEl6cFB3EAE,"Some of your favourite goodies from the good old days. Who can resist Flings, eat som more, Jelly Tots and more. Watch expiry dates on some items.",4,8/30/2018 11:18,1
447,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURpa2QyZ2V3EAE,It's a very small shop with some good old south african stuff but not a great variety and it's quite expensive not sure a whole lot in there you cant do without,2,12/5/2020 23:45,0
448,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURxN0lyaUd3EAE,Nice small and neat store. I enjoyed the billtong amd beans,5,7/1/2021 12:29,1
451,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURvbC1DOWJBEAE,"Very pricey. A small variety of South African treats, probably the most disappointing was the low quality biltong!",3,3/24/2019 12:33,0
454,Red Deer,The South African Store,127,4.3,ChdDSUhNMG9nS0VJQ0FnSURBanV6U19RRRAB,Pleasant little speciality store. But they illegally refuse to take credit cards below a certain amount - debit only for small purchases,4,6/5/2018 3:37,1
457,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURpeFpyOUZREAE,Great selection of South African favourites. Good parking. Easy access.,5,12/9/2020 19:09,1
463,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURRcG9IZ0R3EAE,Great biltong  boerewors Mrs balls chutney and nougat this is a nostalgia hangout,3,11/14/2016 14:38,1
471,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSURBdnVqVVFBEAE,Great store . Everything is fresh . Biltong is great,5,2/26/2018 14:31,1
474,Red Deer,The South African Store,127,4.3,ChdDSUhNMG9nS0VJQ0FnSURnaUl5SDVnRRAB,Very nice staff!! Very knowledgeable of everything South African!!,5,3/27/2017 13:27,1
487,Red Deer,The South African Store,127,4.3,ChZDSUhNMG9nS0VJQ0FnSUNnczd1WlB3EAE,Awesome Biltong slabs!,5,8/5/2017 14:05,1
497,Red Deer,The South African Store,127,4.3,ChdDSUhNMG9nS0VJQ0FnSUNNNTVmZnNRRRAB,Rude service,1,12/9/2019 0:33,0
498,Red Deer,The South African Store,127,4.3,ChdDSUhNMG9nS0VJQ0FnSUNnbGRQbl9nRRAB,"(Translated by Google) Very nice. Brings back good memories.

(Original)
Baie lekker. Bring goeie herinneringe terug.",5,4/18/2018 2:51,1
500,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNScUttWVRBEAE,Cozy restaurant with a sitting at the family table vibe. Ordered take out this time but will have to sit-in next time! Ye Begg Alicha & Ye Begg Tibbs were yummy ?? Cant wait to be back & try more dishes ??,5,3/24/2023 2:16,1
501,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUQtaVBiLU93EAE,"This Restaurant is wonderful and the owners are very kind. I give them 5 stars because the food is simply delicious and I have no issue with the service system.
For Caucasians expecting chain restaurant service, this place isn't for you. The service is kind and functions at its own pace: its all worth it, trust me. If you get 'hangry' like me, take a quick snack before getting to the place. Sometimes they run out of a kind of meat, especially late at night: Michelin star restaurants do the same.
I recommend getting one more dish than the party size, for example: If you're 4 people sharing a platter, get 5 dishes and share them. All the options are delicious, have fun exploring.
I've been here with groups of 4 and even 11 (Drop by early and let them know you'd like to host a group, they'll let you know if they can do it and when in the evening).",5,11/19/2022 16:37,1
504,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUN4NDVibVp3EAE,"I have eaten at 50+ different Ethiopian restaurants over the years. The taste of the food is good, straight forward really. I always prefer this traditional style, not fusion or fancy, so that part of my experience was mostly fine. But I was surprised that the meat dish my son ordered was put in the middle of a vegetarian platter for 4. Despite we ordered it separately, my son was sitting at a different table. We got there when the restaurant opened and it took over an hour for the food to hit our table. We waited so long for the water we requested when we placed our order, after 45 minutes my 8 year old walked up to them to ask, she was so thirsty and patiently waiting. When they brought the water he made a passive comment about her asking for it. Also, THERE WAS NO running WATER IN THE RESTROOM TO WASH HANDS WITH. I had to go to the car to get our hand sanitizer since we are planning to eat with our hands obvs. The menu has a post-it note disclaimer on it, stating ""some menu items MIGHT cost $1-$2 dollars more per item when you get your bill"". What kind of ridiculousness is this???? When I got the bill each item was $2-$3 more! The whole experience took for ever. All in all, it ended up being over priced for how long we waited and how rude the service was. I will never go back there again. Also the hours posted on the window are different than what is on their website and what is on google. It was closed when we arrived, but we hung around trying to figure out where else to go and saw a light came on inside. They never actually turned the Open sign on in the front. If you are vegetarian and somebody else in your group orders meat, you have to be very clear that your plates are separate, in fact mention it twice because they did not do this even though my son was sitting at a different table. My son said the meat dish was cold. Some of the vegetarian selections were cold too, like the spinach, which is a hot dish. Nightmare dining experience. It was so bad, I was a bit jealous of the table that was smart enough to get up and walk out. The people who work there were listening to their devices, on high volumes too.  Disappointing all around, since the reviews were so good.",1,5/25/2023 2:38,0
506,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUN4ci0tbzBBRRAB,"Truly terrible people.
I honestly am baffled that this place has this high of a rating.
We placed an order over the phone. Once we arrived, in company of two small children, the owners, a man and a woman, denied receiving any calls. They were extremely impolite: they both started screaming that we did not make a reservation. Furthermore, the owners asked us to go wait outside while the whole place was empty. When my sister tried clarifying that she had indeed made a reservation, the couple was extremely rude once again. They just kept going on and on getting out their pent-up anger.

The place itself is falling apart. The decor is non-existent, and the quality of the seating is as bad as the manners of the people who own this place.

I have yet to see such ill-mannered people.
Truly terrible. I am unsure why anyone would want to give them their money.
I guess it was our fault we decided to try this place in spite of reading reviews of people getting mistreated.

We were very happy to find a turkish restaurant close by where we were treated with respect and dignity.

To the owners - the way people treat others is a direct reflection of oneself. I'm sorry you have 0 respect for yourselves.  I am still in shock that people like you actually exist.

To anyone wanting to try this place out, good luck!",1,5/29/2023 8:19,0
508,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNKeTZYZFp3EAE,"One of our favourite places to eat when we're visiting Montreal! If you're up for an authentic experience and amazing food with a bit of a wait for this lovely mom and pop shop, you're in for a treat.",5,7/5/2023 1:52,1
509,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUN4Z01QbGV3EAE,Food was good a lot of the menu was not available. Server seems uninvested in customer experience.,4,5/7/2023 23:28,1
510,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSURScFpleGZ3EAE,"I was very disappointed in the customer service!
I called a day before to inquire about ordering injera and was told that in order to do so you call a day before so they can make the injera for you. So I proceeded to make my order for the next day!
Unfortunately I couldnt make it on time for my pick up, but it was impossible joining them
By phone to let them know of my tardiness.
When I finally arrived the owner was extremely rude to me. He said I was late and couldnt get my order. He proceeded to sell it to someone else who had just showed up and not even made an order ahead of time.
Granted I was late but it was beyond my circumstances. I feel like he could have still accommodated me as I drove all the way from south shore to pick up this order. But instead he just spoke to me very rudely and didnt even try to understand. Thats what I call horrible customer service. Never again!

If you want to get quality service and be respected as a customer I recommend queen Sheba restaurant instead!",1,4/30/2023 0:41,0
514,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSURSbXV6bVBREAE,"Still the best Ethiopian restaurant in MTL, even my fav when compared to Paris. Thé place is owned by two wonderful human beings Who will make you feel like home. Highly recommend!",5,4/23/2023 2:33,1
515,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSUNSMXAzUTFBRRAB,"Best Ethiopian food in town.  We're vegan so we always get the vegan combo.  Soooo delicious.   Be prepared to wait though.  If you're patient and are okay with waiting (our family always brings cards and stuff to entertain- haha), you're in for a treat.",5,4/1/2023 10:28,1
519,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURndXZDVnFRRRAB,"We came here prepared to wait and, indeed it took us 90 minutes to be served. However, the food was amazingly good! We were impressed!

Their menu has affordable prices, vegan options and you may bring your own liquor.

We highly recommend it! It is really worth the waiting!",5,3/22/2017 13:25,1
522,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUNzbEw2aEd3EAE,"Very interesting restaurant. The place consists of 4-5 tables at most and even then struggles to maintain service when the tables are full. It took a while for everything to get rolling, but if you're not in a rush, this place is worth checking out. The people are very friendly and the dishes are very good, incredibly flavoursome: I'm salivating just thinking about this. We were two people and shared three of the injera dishes and we were utterly stuffed. Two might have been just enough come to think of it, but we went in hungry.

The price was on the high side I would say, but nothing offensive. Take note, they have no utensils here. You are forced to eat with your hands. If this bugs you, then you might want to consider takeout.",5,1/23/2020 3:49,1
524,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURVdjZpMTlRRRAB,"So my friends and I wanted to try out Ethiopian cuisine - and wanted to try East Africa Restaurant out. I was deeply bothered and hurt about several things that happened in the restaurant that I'll be sharing - hoping that the restaurant authorities will heed attention and hopefully make sure that it doesn't happen to another customer.

I've attached the picture below of our meal. It costed CAD$ 71 dollars. Its a subjective issue - if it feels expensive to you or not. Personally, I found it to be VERY expensive - for a 4 person meal - and for someone who seeks value for money - this was downright disappointing.

We ordered - 4 separate curries on the menu - which were full-fledged meal prices, as you can imagine from the $71 dollar bill - each meal was about 14-15ish dollar. When you order a 14-15 dollar plate - you expect it to be filling - but when you see the meal doesn't even reflect the order you placed, you'll be sad. We ordered, a chicken curry, lamb curry, beef and mixed vegetable. But all we got in the mush was beef gravy and little of lentil, one drumstick chicken AND one egg (did not find any lamb, felt like one full curry over-crowded by beef curry). The food, amidst the quantity and not reflecting 4 dishes - was good in taste. If it did not cost as much as it did, may be, we would have let go of this issue of disappointment entirely.

However, the reason, why I took the time out to actually write a review and give 1 star because of how we were treated. When we finished our dinner (still starving) - and went to pay, we were asked 'how was the food'. We courteously replied, the food was great, but the quantity compared to the price seemed very unfair. What the owner replied was 'that's the right amount for price you are paying' - it ticked me off. My friend told him, 'No, there are other places, where we could have eaten well in full with the amount we just paid' and he straight up said, ""I don't care what you think, I don't care what other people charge you, this is my restaurant"". This guy was full-on debating mode and not willing to listen to anything at all. I knew the conversation was no where going to any logical alley - so we stopped it. And walked out. On our way out, we even heard him mumbling more stuff about us that we didn't care to listen.

Moral: If you have a restaurant, and serving your 'amazing culinary skills', you should be open to accepting criticism and learn to hear them out before making your customers feel undervalued. An air of arrogance never did anyone good. We should all be treating each other with respect and courtesy no matter what the situation. Its the customers at the end of the day what makes restaurants thrive. If you don't know how to deal with customers and their opinions, then may be you shouldn't serve. If I paid my hard earned money for some 'OVERPRICED portions' of food, then the last thing I expect is to go home still hungry and raging over how mistreated my friends and I were.",1,9/9/2019 18:32,0
525,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURPNEs2LXh3RRAB,"Horrible experience. I should have read the negative stars instead before picking this place. They seem to have a pattern and rip people off with their orders by combining them into 1 plate.

We ordered a vegetarian platter and a beef platter and they combined both...When I tell you the portions were insanely small... we were under the impression that our other order was coming out. Tiniest portions ever. We thought maybe a second plate was coming since we were 3.

They charged us for both plates as if they brought us both orders, the appropriate portions and injeras.

So for a tiny scoop of beef cubes added onto the vegetarian platter they charged us the whole price of the beef platter of $17.99 (price of the beef platter) What platter? It was a half a scoop of beef that was added to the tiny vegetarian platter.

What a rip off. Shocked they did that so shamelessly. I told the lady and her attitude and response was shocking. I left no tip. Undeserving. Never coming back.

Paid 40$ for supposedly 2 platters, one Vegetarian and one Beef.

They brought us 1 platter with not enough food. It looked like a personal order and not a combination platter. When I tell you I am never coming back and making sure everyone I know that wanted to try this place will not be going. You don't do that to people and their customer service is complete garbage. Shame on them.",1,6/25/2022 15:00,0
526,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURJbGRtWm9BRRAB,"The service is long , it took us more than an hour to get our food. But if you are patient enough, the food is absolutely incredible. Way better than the ""Nil Bleu"".",5,1/14/2019 5:12,1
534,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURxejRlWWdnRRAB,Best ethiopian food ive ever had! Everything was unbeleivably fresh and very authentic. This place is as good as it gets.,5,7/19/2021 3:12,1
538,Airdrie,East Africa Restaurant,333,4.4,ChZDSUhNMG9nS0VJQ0FnSUR1cy1hQVVREAE,"This is by far one of the best food Ive eaten in a while. Delicious! Also, very interesting and somewhat exotic. Fully authentic and cooked from the heart. Thank you for this unforgettable experience. Will be back soon.",5,8/29/2022 3:25,1
540,Airdrie,East Africa Restaurant,333,4.4,ChdDSUhNMG9nS0VJQ0FnSURPdGZPYXdBRRAB,"This restaurant is a very good typical restaurant. This is a great treat for people who like different food. This Ethiopian place is delicious and affordable. I enjoyed it a lot. If you like spicy, also the place to visit.",4,7/28/2022 1:52,1
